2024pbd 0.018326 227.80450982378852 46.14784970631425
filter g
60445.30523149995 22.48338711761881 0.994118064436293
60491.19818289997 19.941269966788752 0.09290635922543064
60502.19811340002 17.428199848548736 0.013868188034189776
60504.30741900019 17.19032711960991 0.014174910872771663
60509.218634299934 17.20845417892322 0.019619926411904964
60511.20106479991 17.324089850922164 0.018004461075630137
60513.2392477002 17.55226418699893 0.025197841845429256
60515.30805560015 17.91344238453273 0.03927238165222566
60517.217430599965 18.132543972658567 0.025587694022945456
60519.18756939983 18.386695746769284 0.026968520613768015
60524.29928239994 18.84321670180083 0.053397227885978886
60526.30472220015 18.95286278243951 0.06248452679898365
60528.20072920015 19.076993074585793 0.050865395858912234
60530.20262729982 19.153030279830507 0.05656900551419341
60554.21900459984 19.749671829749342 0.16123268273662159
60556.20277780015 19.766792483761474 0.11393286212956037
60568.14584490005 19.96857636443027 0.19740885431569336
60571.152928200085 19.810695022183783 0.33496008909674446
filter r
60489.374317099806 21.612869485669762 0.9351471476714202
60502.325682899915 17.30009141056715 0.015465608554892839
60509.28885419993 16.969441839714015 0.019471336476462136
60511.282847200055 16.870626811796285 0.014639734791061173
60513.26160879992 16.922675007889964 0.015216592734373728
60571.1802662001 20.929359780001914 0.8686855779652309
filter ATgr
60531.260395 18.558 0.102
60531.263329 18.451 0.083
60531.26931 18.413 0.103
60531.279455 18.396 0.076
filter ATri
60401.4948 20.384 0.618
60401.496645 20.265 0.483
60401.504501 20.445 0.571
60409.433757 20.563 0.374
60409.460618 20.366 0.248
60414.430168 21.197 0.929
60414.499031 17.057 0.318
60417.437628 19.817 0.474
60421.477177 20.344 0.956
60423.531893 19.68 0.725
60427.427548 19.807 0.457
60427.429358 19.748 0.386
60431.472371 20.346 0.539
60431.476402 19.506 0.274
60431.511733 19.808 0.4
60431.518495 20.47 0.734
60433.422818 20.632 0.804
60433.425981 19.743 0.271
60433.431406 20.113 0.373
60435.479241 16.691 0.695
60439.428784 19.634 0.376
60439.462007 20.183 0.665
60439.463816 19.615 0.278
60439.469003 19.963 0.571
60439.505868 19.262 0.329
60443.380585 19.228 0.226
60443.390108 20.805 0.919
60443.419992 19.992 0.386
60451.408715 19.57 0.884
60451.411879 18.78 0.475
60451.417761 18.255 0.305
60451.452568 18.6 0.39
60453.423408 19.991 0.655
60453.464279 19.431 0.524
60455.410634 19.745 0.531
60457.411996 19.884 0.336
60457.415288 20.85 0.868
60457.420539 20.713 0.829
60459.38975 20.665 0.814
60459.395629 19.631 0.361
60459.405771 20.549 0.902
60461.400376 19.697 0.391
60463.387503 19.179 0.257
60463.429292 19.685 0.314
60467.407546 20.873 0.959
60471.356014 20.234 0.359
60471.389111 19.231 0.248
60471.392291 19.667 0.246
60471.397754 19.24 0.218
60473.387858 20.364 0.55
60473.393549 20.738 0.959
60475.37982 20.223 0.585
60475.385427 19.857 0.315
60475.395835 20.076 0.6
60477.389566 14.183 0.003
60479.360492 18.805 0.51
60479.380187 19.487 0.416
60481.362536 19.96 0.583
60481.365771 20.201 0.613
60481.371917 20.573 0.929
60483.363363 19.6 0.483
60487.337686 20.988 0.82
60487.340859 20.763 0.92
60487.353654 19.851 0.435
60487.356853 19.54 0.28
60487.357757 19.546 0.255
60487.366499 20.541 0.893
60487.379849 20.51 0.823
60489.349582 21.017 0.967
60489.353331 19.968 0.37
60489.359928 20.622 0.821
60489.361944 19.584 0.272
60489.371823 20.253 0.535
60491.348019 18.951 0.129
60491.351508 19.744 0.306
60491.357046 19.386 0.219
60491.378194 19.711 0.264
60495.327973 18.814 0.154
60495.332509 19.695 0.35
60495.338416 18.784 0.18
60495.354149 18.993 0.201
60497.326324 18.229 0.087
60497.329177 18.201 0.087
60497.334926 18.517 0.106
60497.345911 18.181 0.08
60499.324108 17.72 0.055
60499.327316 17.727 0.06
60499.333786 17.683 0.057
60499.347917 17.693 0.056
60501.391408 17.574 0.046
60505.32769 17.056 0.03
60505.330574 17.012 0.029
60505.342525 17.149 0.029
60505.350717 17.129 0.032
60507.300471 17.088 0.039
60507.304104 17.023 0.037
60507.311406 17.066 0.048
60507.322978 17.052 0.045
60509.310639 17.007 0.033
60509.313991 16.967 0.032
60509.319376 17.043 0.037
60509.32961 16.949 0.029
60511.292001 17.099 0.054
60511.297735 16.945 0.038
60511.301482 16.948 0.044
60511.313602 16.942 0.044
60513.301317 17.071 0.035
60513.304215 17.065 0.042
60513.309934 17.073 0.047
60513.323799 17.055 0.045
60517.296439 17.351 0.041
60517.299671 17.435 0.044
60517.305007 17.363 0.037
60517.315298 17.395 0.044
60519.290783 17.339 0.044
60519.29413 17.5 0.05
60519.300964 17.482 0.048
60519.31692 17.373 0.047
60521.305098 17.653 0.045
60521.308464 17.478 0.049
60521.314715 17.456 0.053
60521.327047 17.636 0.046
60523.308449 17.596 0.048
60523.31518 17.623 0.069
60523.3188 17.668 0.055
60523.330955 17.48 0.041
60525.282451 17.801 0.05
60525.285823 17.826 0.067
60525.292351 17.753 0.043
60525.30249 17.894 0.066
60527.289171 18.215 0.092
60527.294396 17.997 0.065
60527.298192 17.867 0.064
60527.310759 17.809 0.061
60529.271509 18.005 0.06
60529.281704 18.1 0.068
60529.285605 18.092 0.081
60529.295369 18.233 0.08
60533.25987 18.048 0.067
60533.263237 18.236 0.093
60533.27159 18.433 0.102
60533.281788 17.964 0.063
60535.357764 18.435 0.17
60535.361916 18.492 0.159
60535.382409 18.417 0.165
60535.390966 18.047 0.14
60537.278001 18.159 0.097
60537.285464 18.46 0.121
60537.286014 18.361 0.114
60537.288515 18.445 0.13
60537.292014 18.739 0.142
60537.295041 18.255 0.085
60537.315553 18.328 0.109
60537.316015 18.713 0.156
60539.249433 18.149 0.187
60539.25488 18.374 0.274
60539.258047 18.788 0.26
60539.260308 18.254 0.189
60539.264248 18.25 0.183
60539.275371 19.149 0.381
60539.277264 18.597 0.206
60539.282935 19.186 0.441
60541.269043 18.966 0.244
60541.27196 18.588 0.206
60541.284764 18.711 0.231
60541.294574 19.062 0.401
60545.235722 18.947 0.242
60545.238645 18.843 0.208
60545.246332 18.578 0.148
60545.262978 18.712 0.135
60545.299256 18.958 0.197
60545.302451 19.034 0.254
60545.307976 18.566 0.181
60545.334774 17.936 0.393
60549.237843 18.901 0.166
60549.244672 18.659 0.125
60549.247592 19.238 0.201
60549.263465 18.718 0.128
60554.27438 18.684 0.199
60555.267566 19.197 0.238
60555.270867 18.738 0.152
60555.277281 19.095 0.233
60555.289718 18.827 0.167
60557.239642 19.562 0.286
60557.256928 18.624 0.103
60557.271726 19.347 0.25
60557.284906 19.202 0.188
