ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59291.52758,20.823877696554312,0.5109346845929412,17.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59291.534117,21.202046884880936,0.7238241365066667,12.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59309.485161,19.841876774005247,0.18095603412666666,42.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59309.502737,19.841876774005247,0.18095603412666666,42.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59309.506504,20.137125054200233,0.23750479479125003,32.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59309.509467,19.76696871556164,0.19301976973511115,45.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59313.51123,19.54909327626439,0.13818460787854545,55.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59313.514117,19.30287727315686,0.14161776583826088,69.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59313.519726,19.06375387189108,0.10099871672186048,86.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59313.552952,19.529529932484497,0.15510517210857144,56.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59317.425529,19.155932271773896,0.09620447383949368,79.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59317.428319,19.102304769059813,0.1177304318414458,83.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59317.431081,18.816440611282623,0.07037179104925927,108.0,7.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59317.436149,19.183773187068795,0.1128037615335065,77.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59321.438875,19.14227503252014,0.10857362047600001,80.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59321.44222,19.155932271773896,0.10994797010227848,79.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59321.445901,19.197966019298022,0.11428802155368421,76.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59321.477464,19.038793319624578,0.0987032913418182,88.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59339.39179,20.32159058960253,0.6836116844785186,27.0,17.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59339.394532,20.137125054200233,0.54286810238,32.0,16.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59343.372473,20.5944517631652,0.41361379228952383,21.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59343.375674,20.207196863200842,0.325720861428,30.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59343.379329,20.32159058960253,0.36191206825333333,27.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59343.385461,19.76696871556164,0.21714724095200003,45.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59347.38835,19.950541008457975,0.2571480484957895,38.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59347.391553,19.92233848243375,0.2227151189251282,39.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59347.394299,20.405149978319905,0.34743558552320003,25.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59347.429638,19.92233848243375,0.2505545087907693,39.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59351.392901,20.5944517631652,0.46531551632571433,21.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59351.394768,19.950541008457975,0.22857604310736843,38.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59351.397512,20.543943297944484,0.4441648110381819,22.0,9.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59351.406674,20.405149978319905,0.34743558552320003,25.0,8.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59355.56079,nan,0.5990268715917242,-58.0,32.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59355.570957,18.043943297944484,0.8932647866434547,220.0,181.0,23.9,c
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59293.534087,21.4,0.9771625842840002,10.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59293.535931,20.761818737241732,0.54286810238,18.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59293.563385,21.034679910804403,0.6979732744885715,14.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59297.643373,nan,0.5211533782848,-25.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59299.491449,19.92233848243375,0.6681453567753847,39.0,24.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59303.47025,19.529529932484497,0.9112428861378572,56.0,47.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59305.493745,20.362566630072955,0.5011090175815386,26.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59305.533741,20.207196863200842,0.5066768955546668,30.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59319.454952,18.836735336838075,0.11267073822981134,106.0,11.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59319.458217,18.786692553033355,0.13693970150126125,111.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59319.461421,18.9,0.1302883445712,100.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59319.467335,18.657724967479858,0.09554478601888,125.0,11.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59323.424526,18.92193481076876,0.12186834951387757,98.0,11.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59323.426335,19.226920700672558,0.1467211087513514,74.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59323.429079,19.002396519197266,0.16703633919384617,91.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59323.434556,18.910912013506124,0.1316043884557576,99.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59327.405755,18.796518287104437,0.2072769118178182,110.0,21.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59327.408692,19.589310325998028,0.3072838315358491,53.0,15.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59327.411933,19.014393726401686,0.16889229851822224,90.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59327.417455,19.30287727315686,0.2517649170457971,69.0,16.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59329.439071,19.089301784845293,0.27143405119,84.0,21.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59329.441406,19.45462187404089,0.325720861428,60.0,18.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59329.466639,18.86790693823707,0.22136369223262137,103.0,21.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59329.496124,19.674509799928714,0.48747339805551027,49.0,22.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59331.467852,19.79136830878453,0.6662472165572728,44.0,27.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59333.426662,19.47286997089464,0.2944369368840678,59.0,16.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59333.461926,19.743105420796063,0.28323553167652177,46.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59333.483016,20.761818737241732,0.9650988486755556,18.0,16.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59333.507423,20.137125054200233,0.6107266151775,32.0,18.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59335.398253,19.14227503252014,0.190003835833,80.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59335.401103,19.102304769059813,0.18313622730891566,83.0,14.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59335.416442,19.529529932484497,0.2520459046764286,56.0,13.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59335.419644,19.491430016092657,0.28079384605862073,58.0,15.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59337.471336,19.026524983387716,0.32938064638786524,89.0,27.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59337.494731,19.86804035820066,0.4237019335648781,41.0,16.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59337.504307,19.743105420796063,0.21242664875739134,46.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59341.549255,19.589310325998028,0.20485588769056606,53.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59341.554822,19.743105420796063,0.2360296097304348,46.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59341.56274,19.491430016092657,0.16847630763517243,58.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59341.565539,19.491430016092657,0.16847630763517243,58.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59345.497563,19.841876774005247,0.20680689614476191,42.0,8.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59345.500622,19.816328861051034,0.2777464709851163,43.0,11.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59345.530076,19.841876774005247,0.2585086201809524,42.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59345.538685,19.401648626366043,0.20680689614476191,63.0,12.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59349.37998,20.07130270739436,0.28740076008352944,34.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59349.393255,19.816328861051034,0.2272471126241861,43.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59349.396062,19.589310325998028,0.18437029892150944,53.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59349.414084,19.719755355160704,0.207906932826383,47.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59353.327973,20.00924374808178,0.2412747121688889,36.0,8.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59353.34402,20.405149978319905,0.43429448190400005,25.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59353.345864,20.543943297944484,0.49351645670909094,22.0,10.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59353.374493,19.76696871556164,0.21714724095200003,45.0,9.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59357.419051,20.171595765414317,0.5253562281096775,31.0,15.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59357.422739,19.609991640913,0.31319313598846155,52.0,15.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59357.447054,19.841876774005247,0.4394646543076191,42.0,17.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59357.452207,19.51031286081877,0.24762404669964913,57.0,13.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59359.406359,nan,0.9106174620567743,-31.0,26.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59359.437561,20.137125054200233,0.8482314099687501,32.0,25.0,23.9,o
228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,59361.441077,20.362566630072955,0.9186998655661539,26.0,22.0,23.9,o
